parcel_number,street_number,street_name,latitude,longitude
026 073700400,1929,26TH AVE,37.7851664005127,-122.22875997358624
012 098501300,3843,HOWE ST,37.82555839736828,-122.2556796925346
009 068506201,262,28TH ST,37.816230228936355,-122.26187524481878
010 081500902,561,OAKLAND AVE,37.820326338353,-122.25226271537267
009 073104701,3465,RICHMOND BLVD,37.82163356795359,-122.25742794499219
010 078001205,421,BURK ST,37.80918212019339,-122.25074066938318
022 031200500,323,PORTLAND AVE,37.80196578184714,-122.24660969576786
022 030200900,2202,10TH AVE,37.79723131639936,-122.24190567987792
012 099002601,32,LINDA AVE,37.826880111462366,-122.25017309524878
032 205808600,4059,ALLENDALE AVE,37.78432362827978,-122.20415565234403
013 115201000,4901,CLARKE ST,37.835978926764334,-122.26135012473455
032 204702000,2183,COURTLAND AVE,37.77735176753571,-122.20814818054295
010 080300102,260,29TH ST,37.817726101852564,-122.26055018860919
032 203216700,3150,HIGH ST,37.78488835653999,-122.19854176952356
032 204701201,2129,COURTLAND AVE,37.776779243775614,-122.2089808366628
015 129101700,947,57TH ST,37.841244477834046,-122.27629234852446
025 072201300,1621,FRUITVALE AVE,37.78032803138767,-122.22483353926918
027 085901800,3027,CAPP ST,37.79430509451206,-122.21623960384723
002 008100500,150,11TH ST,37.79968036801391,-122.26548859754612
020 018101500,1516,1ST AVE,37.799373465059425,-122.2557248033285
033 213803301,1729,39TH AVE,37.776939344943194,-122.21764737416561
012 093001300,3952,HARRISON ST,37.82170117638477,-122.2492121470081
028 091002500,3440,WILSON AVE,37.79825760274602,-122.21179420977099
009 073705100,3425,TELEGRAPH AVE,37.82302596664728,-122.26644134862036
022 030903901,456,WAYNE AVE,37.803861555232096,-122.25076980387732
004 009102200,1004,PERALTA ST,37.808369657910646,-122.29576333958259
035 235805001,4527,BANCROFT AVE,37.772082568497886,-122.2116621765111
013 113507500,250,WHITMORE ST,37.83335613779829,-122.25099480850596
021 026001600,2036,13TH AVE,37.79412168704004,-122.24082028845032
039 330400903,2031,69TH AVE,37.76525874681763,-122.18362090808988
010 078504300,320,EUCLID AVE,37.81366047756203,-122.25232415603298
036 241402200,4520,SAN CARLOS AVE,37.777866792725966,-122.20639499647139
015 136400201,6315,SHATTUCK AVE,37.8489672587827,-122.26597259748516
012 098903201,76,LINDA AVE,37.826261497645525,-122.2489955043264
046 547802104,9874,BANCROFT AVE,37.746943796943356,-122.16013054583736
022 030101500,2244,12TH AVE,37.79623224728301,-122.23984526532963
021 022501100,1820,LAKESHORE AVE,37.80095343771432,-122.2539331799793
010 076901200,137,MONTECITO AVE,37.81185856381669,-122.25996328595023
035 239202700,5439,BANCROFT AVE,37.771483802381766,-122.19947287107091
021 022500404,221,WAYNE AVE,37.80140487784757,-122.25294013113626
010 076800300,123,BAY PL,37.81180200731753,-122.26104527984141
016 143200900,740,ALCATRAZ AVE,37.84957914715628,-122.2670608912375
037A275200108,3591,66TH AVE,37.77474560676604,-122.17535935112755
036 241602400,2169,48TH AVE,37.77586521988287,-122.20571667896513
021 022403001,210,ATHOL AVE,37.8005895494078,-122.25214898778697
021 022000900,624,E 17TH ST,37.796890773327625,-122.24963639827797
037A275200105,3585,66TH AVE,37.77465251119828,-122.17549153739839
037A275200104,3571,66TH AVE,37.77446865298432,-122.1755635704609
046 548001600,9239,HILLSIDE ST,37.75285862544786,-122.1628771342666
023 042502700,730,WESLEY WAY,37.809805432614496,-122.24332784079891
022 035702300,1346,E 28TH ST,37.79890698829124,-122.23413812584933
025 073301200,1783,28TH AVE,37.783601027078845,-122.2268343443455
033 212101900,3228,FARNAM ST,37.778051167382785,-122.22457129824785
010 080500601,77,PEARL ST,37.81830779425382,-122.2563712678395
015 137305100,531,59TH ST,37.84460230668696,-122.26240143718093
026 078501400,2615,26TH AVE,37.791002914995246,-122.22367397719023
033 213606501,3700,INTERNATIONAL BLVD,37.77545187957844,-122.22011937715588
010 081701900,36,MOSS AVE,37.8193945705997,-122.25145348431265
006 002501000,1717,12TH ST,37.81121346200108,-122.29828528706255
016 143400600,818,61ST ST,37.84620875196415,-122.27175583999998
019 003200800,1115,7TH AVE,37.79332943664719,-122.25404954751835
022 034200400,921,E 28TH ST,37.80094781859707,-122.23815508370379
046 548402602,9206,HILLSIDE ST,37.75378702293335,-122.16216890556095
021 023300101,721,E 19TH ST,37.797090709055915,-122.24740262082865
030 192502700,3814,39TH AVE,37.79164868564374,-122.19365627057503
047 557000800,2413,109TH AVE,37.740742703868634,-122.15251965581584
010 078800600,301,JAYNE AVE,37.81368183722186,-122.25582672389253
010 078503403,366,EUCLID AVE,37.81239721700902,-122.25176512565899
012 097000300,485,40TH ST,37.82876195755358,-122.26383504142137
014 125600504,5428,CLAREMONT AVE,37.84154594736383,-122.2581005360565
009 071500900,526,31ST ST,37.820433296614624,-122.26772446766884
010 082901200,541,CHETWOOD ST,37.81762397870374,-122.24994474176584
020 015800300,1535,24TH AVE,37.78406026629368,-122.23331707745204
020 012902600,1342,LAKESHORE AVE,37.79923764948914,-122.25768961919036
012 099203200,95,41ST ST,37.82586546273303,-122.25139673443168
046 542801400,9838,HOLLY ST,37.74438427605569,-122.16857470913094
021 022801200,257,ATHOL AVE,37.80130124687272,-122.2498547656997
035 235900100,4609,BOND ST,37.77261579805145,-122.2098694670199
011 084202501,888,VERMONT ST,37.8146519372645,-122.24373324361235
012 099100101,4150,PIEDMONT AVE,37.82663924554261,-122.25159776673115
040A341703400,6918,LACEY AVE,37.77147353073972,-122.17324926709436
012 101205100,535,41ST ST,37.82993600785325,-122.26560289528959
010 080900700,3309,HARRISON ST,37.818595935759376,-122.25572449901075
021 022700101,302,HANOVER AVE,37.802520873803545,-122.25182976203516
011 084001800,840,YORK ST,37.81314614900131,-122.24299617981382
022 036400200,2166,E 27TH ST,37.794187056445544,-122.22837091086856
020 012900600,1435,1ST AVE,37.79923746045207,-122.25688212527501
008 062504000,1614,WEBSTER ST,37.805144000462825,-122.26723942655241
010 078601200,361,PALM AVE,37.81247005026556,-122.25417606070047
022 030800100,2064,LAKESHORE AVE,37.8040537397804,-122.2512094872709
027 085501100,3020,BROOKDALE AVE,37.79225767997006,-122.21520461098592
010 079300600,381,OAKLAND AVE,37.8174522950519,-122.25615608274235
010 083501000,3733,GRAND AVE,37.817038731629026,-122.24576926773727
021 026101000,1332,E 19TH ST,37.79282175096021,-122.2418686290488
019 003601800,1136,10TH AVE,37.79093794761153,-122.25087209256692
010 077501700,444,LEE ST,37.80977841212973,-122.25656707322106
039 330301001,6909,FRESNO ST,37.76602242248941,-122.18162867999585
010 078801100,271,JAYNE AVE,37.8132043249623,-122.25668327027726
010 076700700,473,ELLITA AVE,37.808193504016046,-122.2554394444316
004 002900103,1171,8TH ST,37.804477617999765,-122.28872636123404
019 003200700,1121,7TH AVE,37.79343865047422,-122.25389596337531
012 094500700,432,37TH ST,37.82497572926139,-122.26262979761339
020 017900100,309,FOOTHILL BLVD,37.79826973408442,-122.25360647037104
022 030803001,285,HANOVER AVE,37.802884125410195,-122.25234086098446
021 022802301,201,ATHOL AVE,37.80097623331096,-122.25154074526863
021 023401901,1846,8TH AVE,37.7965040160083,-122.24671485373737
021 023501602,1836,9TH AVE,37.79567854333877,-122.24612998814382
020 017700803,1515,6TH AVE,37.79607034736613,-122.25201622030309
013 108500900,958,42ND ST,37.8327632739045,-122.27464208402588
012 099602600,266,40TH STREET WAY,37.82750090014106,-122.25564699790453
010 077102800,290,PARK VIEW TER,37.81101301417298,-122.2584554185173
009 071901300,852,32ND ST,37.82240997694104,-122.27459831626682
023 041800506,1,EXCELSIOR CT,37.80893047928667,-122.2461798371421
040 333800702,7625,BANCROFT AVE,37.76395687776643,-122.17488198335228
009 068800801,444,28TH ST,37.81695228692865,-122.26647848076558
039 327302203,2802,68TH AVE,37.769044236865696,-122.1792628222211
020 012700602,1233,3RD AVE,37.79709438929965,-122.25608494148493
022 033801000,2333,IVY DR,37.8013171771141,-122.24381939215559
021 022600500,261,LESTER AVE,37.802278561333125,-122.25227738337576
004 003901500,1033,MAGNOLIA ST,37.807550535066945,-122.28838554848558
028 091001000,3441,LAGUNA AVE,37.798200442388044,-122.21136964572975
013 109102900,701,43RD ST,37.832170822459126,-122.26915554530883
030 193302403,4228,MASTERSON ST,37.78874682343732,-122.1943731052331
012 097303400,3950,RUBY ST,37.8281395010554,-122.26181650044458
046 549000800,9829,MACARTHUR BLVD,37.748977890042255,-122.15863060206956
008 062601400,1461,ALICE ST,37.80359146271914,-122.26615175395962
008 063000200,133,17TH ST,37.80381440267175,-122.26203316981149
032 208702702,1908,38TH AVE,37.77907813713394,-122.21611472641506
032 208702703,3810,FOOTHILL BLVD,37.778897698561366,-122.21621500539207
010 078002203,420,BURK ST,37.80939995911347,-122.2509264401869
005 040901300,1923,MYRTLE ST,37.81262802222268,-122.28079651634128
010 079002800,354,VERNON ST,37.81558248707165,-122.25502308156946
032 204601300,2290,HIGH ST,37.7795613418865,-122.20653432293273
020 014600500,1729,E 15TH ST,37.787952386862244,-122.24197693211362
012 092700500,332,MONTE VISTA AVE,37.822607095563505,-122.249371483044
026 077001800,3050,DAVIS ST,37.79006874095268,-122.22048373956854
011 083803800,754,RAND AVE,37.81138515097355,-122.24407442356737
010 082702800,575,VALLE VISTA AVE,37.81595920187355,-122.24701500176005
002 000701401,780,13TH ST,37.807061185688354,-122.27936045849557
010 076601000,535,BELLEVUE AVE,37.807985803493885,-122.2548935875814
012 093000800,3900,HARRISON ST,37.82139785745086,-122.25023348049979
040A341103700,7708,NEY AVE,37.767916985237,-122.16740164269092
011 083803700,750,RAND AVE,37.81133070254117,-122.24423331939964
008 062800200,185,15TH ST,37.80253098853364,-122.2643009886555
011 084301100,847,VERMONT ST,37.81483800216043,-122.24432176524375
009 073501300,454,34TH ST,37.8222770142653,-122.26427959183367
022 036903500,2000,E 30TH ST,37.797671725910405,-122.227991010238
016 140702100,6009,CLAREMONT AVE,37.84753911328455,-122.25402909481257
027 084602400,3242,DAVIS ST,37.789161100163106,-122.21769007603551
022 033900900,2625,IVY DR,37.80196907430821,-122.24030230415346
046 545600700,1950,94TH AVE,37.74989384034649,-122.16607555084322
010 083002700,624,MARIPOSA AVE,37.819943550489725,-122.24947375736669
011 083800100,547,MANDANA BLVD,37.811772602729796,-122.24293341769427
037A274601604,6400,MACARTHUR BLVD,37.77405850714967,-122.17936104024297
043A463901900,8658,MACARTHUR BLVD,37.758254899096315,-122.16195591892286
023 041003700,635,HILLSBOROUGH ST,37.804816112560594,-122.24783757691758
022 030800900,421,WAYNE AVE,37.803778672320576,-122.25220446584542
046 546203400,2008,96TH AVE,37.748679594166326,-122.16463645917048
014 126607200,5824,COLLEGE AVE,37.84667699912723,-122.25161577037895
022 033800200,2519,7TH AVE,37.80193739234966,-122.24213799842657
015 135202800,6015,M L KING JR WAY,37.84547899705977,-122.27121300336837
046 542802000,1522,98TH AVE,37.74496427924514,-122.1686042759035
010 078802401,330,ADAMS ST,37.81409213549347,-122.25586052136832
023 039000801,1047,BELLA VISTA AVE,37.80143431866569,-122.2364035681296
021 022602101,230,WAYNE AVE,37.801763290680555,-122.25250632530603
010 076902300,68,VERNON ST,37.81246802916201,-122.259613037179
010 081402000,142,MOSS AVE,37.82150028638211,-122.25403326099145
010 078702300,350,JAYNE AVE,37.81361170148235,-122.25484116378883
008 063001000,1520,MADISON ST,37.802704819561356,-122.26289876806264
023 039504500,809,E 28TH ST,37.80286680433269,-122.23756225342301
032 204700500,2066,HIGH ST,37.77657653921725,-122.20921440958914
022 032401500,1740,E 23RD ST,37.793930525803056,-122.23573040556117
012 097701500,3815,SHAFTER AVE,37.826816081914416,-122.26039928803011
016 142101700,6616,TELEGRAPH AVE,37.852481907670715,-122.25979350275816
010 077800400,415,BELLEVUE AVE,37.809953094397216,-122.25290874314378
029 098901602,3535,COOLIDGE AVE,37.79913619134062,-122.208486110965
033 212904800,1616,35TH AVE,37.7792859334297,-122.2205732806217
022 031803000,1008,E 23RD ST,37.79802058244953,-122.24089670200445
023 041801301,607,BEACON ST,37.808360516017714,-122.24683179530254
012 099601600,4021,HOWE ST,37.82686587411459,-122.25392289569866
023 041801302,627,BEACON ST,37.80842107639105,-122.24661851528188
012 098902500,96,LINDA AVE,37.82560717611221,-122.24822387997175
032 203100400,4101,PORTER ST,37.788015039036566,-122.19934107213777
025 072600100,2833,FOOTHILL BLVD,37.78402870593163,-122.22471863265856
027 086101003,3121,PLEITNER AVE,37.79369892812743,-122.21217854791135
021 027201000,732,E 20TH ST,37.79792774726926,-122.2458003241655
009 069600300,2915,M L KING JR WAY,37.819151927841986,-122.2714789875428
012 098802001,138,MONTE CRESTA AVE,37.82437205573879,-122.24977737718903
005 040801900,1809,FILBERT ST,37.81197235423857,-122.28206897021366
020 017500700,1523,8TH AVE,37.794700758874576,-122.25026633960398
032 211503602,1921,36TH AVE,37.78127058313963,-122.21836191191335
032 210802900,2438,35TH AVE,37.78646007387039,-122.21196880425549
023 043202200,769,HILLGIRT CIR,37.8069815092028,-122.24191887986473
010 077500401,407,PERKINS ST,37.81038503290918,-122.25581116085417
024 055203000,4630,PARK BLVD,37.80968837298687,-122.21708839519862
005 047201000,3321,CHESTNUT ST,37.82481027789343,-122.27978392765603
010 082101300,271,SANTA CLARA AVE,37.81658951511755,-122.25006202795747
047 555802405,2201,106TH AVE,37.741851407754005,-122.15673827055025
029A130101601,3525,DIMOND AVE,37.80142261857486,-122.2173934399964
029A130402400,2240,MACARTHUR BLVD,37.80032671505324,-122.21509389091042
013 111101200,4251,MONTGOMERY ST,37.83017042298009,-122.25147122331289
012 098001500,3758,MANILA AVE,37.825027911335134,-122.25943518321154
010 078200201,355,STATEN AVE,37.811769239010914,-122.25444782596168
023 042001100,522,MERRITT AVE,37.806842159224104,-122.24715325778097
044 496300701,1235,94TH AVE,37.74626817840901,-122.17532060936138
013 117001801,956,46TH ST,37.8359154612221,-122.27463818072857
013 111401200,4231,HOWE ST,37.82910878311632,-122.2509778397147
021 022901400,350,WAYNE PL,37.800414017553685,-122.25054873169333
038 322200200,1424,62ND AVE,37.76415546144198,-122.19646057902054
029 098205500,2856,CARMEL ST,37.802087919410376,-122.20361130802185
032 204603000,2218,HIGH ST,37.778583612604265,-122.20747974655899
016 144404501,1001,63RD ST,37.84628503960768,-122.2801866927515
045 518702201,1357,104TH AVE,37.739660230144246,-122.16805002379823
021 023000400,427,E 19TH ST,37.79916409584016,-122.24983811749615
011 084201400,486,MANDANA BLVD,37.81348344702277,-122.24467045794134
010 080703900,3408,RICHMOND BLVD,37.820387354663076,-122.25787808310301
022 034202900,2606,9TH AVE,37.80040331353602,-122.23931083871895
035 236100700,1541,50TH AVE,37.77125113325763,-122.2077985970659
046 548002700,9312,PEACH ST,37.75230971015977,-122.16301226428278
004 009301500,814,HENRY ST,37.80721692646031,-122.2962413230303
020 018101200,1520,1ST AVE,37.79943775383429,-122.25563475245961
032 205201700,2800,VIOLA ST,37.78675126347709,-122.20588821476724
033 211901000,3220,E 16TH ST,37.7803615228436,-122.22381279186739
030 192503000,3790,39TH AVE,37.7913266214645,-122.19404754526549
014 123803700,5151,CORONADO AVE,37.83643255261962,-122.25378053849649
022 032703200,2422,21ST AVE,37.79264589503138,-122.23133856627045
011 083902000,856,ERIE ST,37.812883971399096,-122.24208967326973
020 018901103,834,FOOTHILL BLVD,37.794564900940536,-122.24868772290615
016 142200900,528,66TH ST,37.852171078970784,-122.26121906566468
011 083703200,539,MANDANA BLVD,37.81220772622472,-122.24366729392156
040A341001400,7801,NEY AVE,37.76705549052519,-122.16737998540331
012 098903100,78,LINDA AVE,37.82614979645586,-122.24878876373567
010 077403300,276,LEE ST,37.812657749133045,-122.25671436937495
010 079000400,415,ADAMS ST,37.81607183482956,-122.25343550202619
010 081401700,130,MOSS AVE,37.8212536823417,-122.25357750476367
021 022501201,1824,LAKESHORE AVE,37.801139203640226,-122.2539146930355
012 101002800,4133,WEBSTER ST,37.83010298830265,-122.26060681540957
035 238700800,5142,BANCROFT AVE,37.772047777423666,-122.20385116773005
004 009101000,921,CHESTER ST,37.808006071832416,-122.29542006319801
021 028301200,2106,9TH AVE,37.79738329131631,-122.24363043800216
023 048103001,1248,E 34TH ST,37.80247298898166,-122.23295559821099
012 097802301,396,38TH ST,37.826715215386166,-122.25989356602037
012 099600400,263,41ST ST,37.827771420834004,-122.25518854071206
010 077300300,265,LEE ST,37.81238920616942,-122.25736118767679
027 084300300,3231,PRENTISS ST,37.78855523489962,-122.21970097707155
010 081703401,181,SANTA ROSA AVE,37.81904159386436,-122.25034072180352
011 084001900,846,YORK ST,37.81324964179244,-122.24288242209988
021 028400400,1025,E 22ND ST,37.796735591203955,-122.24208469933896
010 080201100,232,29TH ST,37.81679179658072,-122.2592234930999
022 037600800,3203,14TH AVE,37.7997338910243,-122.2286641351087
009 071300900,814,31ST ST,37.821379526487206,-122.27385218368883
022 030500902,2201,7TH AVE,37.79980682538459,-122.2448282736763
023 042502600,724,WESLEY WAY,37.80969509894557,-122.24341556664932
012 098000100,349,38TH ST,37.82610143526007,-122.2587285181693
022 030500901,2205,7TH AVE,37.79988459440095,-122.24471921819917
010 081800201,515,VERNON ST,37.81806179444709,-122.25094599112116
027 085302500,2953,BROOKDALE AVE,37.791971631293954,-122.21601329671758
026 078501502,2545,26TH AVE,37.79086934463138,-122.2238660575378
027 086902300,3334,BROOKDALE AVE,37.790527853090616,-122.21127760435952
008 062600900,1529,ALICE ST,37.804508996019365,-122.26557938281731
022 030803500,336,WAYNE AVE,37.80329828862605,-122.25249716272567
032 211200200,2112,35TH AVE,37.78424471389745,-122.21619414349203
033 211702500,1808,FRUITVALE AVE,37.782125450837924,-122.22318509323391
022 030802500,315,HANOVER AVE,37.803014576226765,-122.25162193120063
025 071300800,1507,28TH AVE,37.78100552386251,-122.22934922998377
025 072202000,2930,E 16TH ST,37.78046112520403,-122.22581126879257
010 078901801,350,ADAMS ST,37.81459510837952,-122.2551350343301
046 548402700,9200,HILLSIDE ST,37.75391127273194,-122.16221421326442
022 030701000,321,ATHOL AVE,37.80183118178035,-122.2483171080955
021 029001400,1940,E 21ST ST,37.7913238742847,-122.23527835808085
013 109702501,490,42ND ST,37.831098009452944,-122.2632043066479
010 079102500,394,ORANGE ST,37.816710291757886,-122.25481109220559
027 083904500,2300,FRUITVALE AVE,37.785495872707926,-122.22172479089265
012 099402100,4138,HOWE ST,37.82730212246168,-122.25233281069366
010 080601902,110,FRISBIE ST,37.81889068759038,-122.25925540859775
048A706201901,6052,CHABOT RD,37.84721299247294,-122.25085720947433
022 038001100,1473,E 33RD ST,37.80022806250859,-122.22945987945566
027 085902900,3064,CHAMPION ST,37.7951259678493,-122.21626195248923
013 111401803,182,RIDGEWAY AVE,37.828599271550104,-122.25158520111299
020 018000400,239,FOOTHILL BLVD,37.79860037456772,-122.25409570592691
010 077201000,443,LEE ST,37.809984707070555,-122.25719917993942
011 083700200,491,MANDANA BLVD,37.81320607334344,-122.24497195109046
009 074601600,467,34TH ST,37.82184196111748,-122.26493196972162
010 082902501,580,VERNON ST,37.81836651249396,-122.24971575775915
040A342101001,7868,MACARTHUR BLVD,37.76582155676136,-122.16713636179189
020 013400400,1443,6TH AVE,37.79573778824813,-122.25254765790422
021 022703200,311,LESTER AVE,37.80197517821486,-122.25109801809005
010 078102601,411,MACARTHUR BLVD,37.81081348447015,-122.25010607689376
010 079403101,222,OAKLAND AVE,37.81570113621024,-122.2579773737472
020 021500500,1745,12TH AVE,37.79320486275288,-122.24479483188357
033 213804200,1544,38TH AVE,37.77609380749391,-122.21855310562022
023 040101200,2,HOME PL E,37.80392860437698,-122.23813411064124
015 135303000,5915,M L KING JR WAY,37.84455683848834,-122.27103301615702
046 547502900,9750,BANCROFT AVE,37.74919748002882,-122.16183967483279
010 077202100,338,LENOX AVE,37.81000190460922,-122.25774596726653
016 142601702,691,FAIRVIEW ST,37.85080332738319,-122.2655973743854
043A463902101,8656,MACARTHUR BLVD,37.758419804519626,-122.16201601809568
032 205802101,2619,HIGH ST,37.78297751879755,-122.20395518598471
025 073400100,1757,26TH AVE,37.78434520543357,-122.2293695444231
038 318100400,5735,AVENAL AVE,37.771465867859035,-122.1935031146286
006 001103600,1650,12TH ST,37.81085873702981,-122.2963335076403
033 219301001,3210,SAN LEANDRO ST,37.77534423692143,-122.22651710443188
012 095503200,961,YERBA BUENA AVE,37.83062835713202,-122.27584654884059
020 012903400,1500,LAKESHORE AVE,37.799729112952,-122.25646980398326
008 062800100,1448,JACKSON ST,37.802645083990924,-122.26451861102835
012 098702600,85,GLEN AVE,37.82571503072582,-122.25009045218592
009 069102401,2700,WEST ST,37.81769541958722,-122.27375167149391
004 001900106,1039,8TH ST,37.803869788223516,-122.2853995193701
046 547402104,9500,BANCROFT AVE,37.7505124789566,-122.16296297773079
012 099602700,274,40TH STREET WAY,37.827595712023175,-122.2558492402919
038 321003300,5947,HILTON ST,37.76856562298383,-122.1927790321203
010 076600200,383,GRAND AVE,37.80852138494454,-122.25463202290945
035 239400701,5239,BANCROFT AVE,37.771500629774536,-122.20368762360971
033 214800100,4103,E 17TH ST,37.77490560225095,-122.21494547496043
020 017800301,427,FOOTHILL BLVD,37.797238302075556,-122.25265980924131
016 139100202,6387,DANA ST,37.850068727059806,-122.2586411153293
009 072200604,3250,SAN PABLO AVE,37.82383688603998,-122.27712850699682
020 018700101,605,E 17TH ST,37.796624357090536,-122.25013544988002
021 022600200,262,HANOVER AVE,37.80239615747604,-122.25264261733408
023 046500802,845,MACARTHUR BLVD,37.80624340135511,-122.23952422386196
006 000901100,1321,PERALTA ST,37.81117199109733,-122.29446516648576
010 081501500,3792,HARRISON ST,37.820854983488566,-122.25205964542141
046 547100301,2125,92ND AVE,37.752761901429466,-122.16575344366575
024 053204100,3773,PARK BOULEVARD WAY,37.804994653478026,-122.22942851377643
021 022601000,291,LESTER AVE,37.801702263867625,-122.25197525769505
028 091608900,2917,MACARTHUR BLVD,37.79770085732175,-122.20639561680726
027 089401100,2401,BARTLETT ST,37.787649707465086,-122.21328945132413
008 062601500,1449,ALICE ST,37.8034063717679,-122.26626722776727
046 543001600,1525,96TH AVE,37.746823023890066,-122.16997944799792
022 034202005,2525,10TH AVE,37.799719801219595,-122.23951948097229
023 041600101,486,MERRITT AVE,37.806936174892726,-122.24820759197635
009 069700500,514,28TH ST,37.81768849453563,-122.2681752637704
021 023300601,1811,8TH AVE,37.7965934834983,-122.2475259072189
026 075501300,2224,24TH AVE,37.78849512916611,-122.2282312173932
033 215101800,1818,ROSEDALE AVE,37.77647571264965,-122.21495902710735
038 322300801,5650,BANCROFT AVE,37.77150661880545,-122.19483441129873
040A342201400,8024,MACARTHUR BLVD,37.76389682844219,-122.16536757512053
028 090000300,2631,PLEASANT ST,37.79668625566702,-122.2167245846462
020 017001000,1226,E 15TH ST,37.79114260211534,-122.24647710875615
035 240501900,1942,47TH AVE,37.7737959324873,-122.20785652318197
022 034002400,2558,IVY DR,37.80144840302974,-122.2409259067448
023 041802800,589,MERRITT AVE,37.80799967434014,-122.24609654631325
009 073800400,650,34TH ST,37.823629069370185,-122.27028221827823
008 062901200,176,15TH ST,37.802887718190185,-122.26403854017947
027 087703400,3400,SALISBURY ST,37.78652644500345,-122.21727663776166
011 084301000,853,VERMONT ST,37.81496089416534,-122.24419250257272
021 028300601,2125,10TH AVE,37.79733622241617,-122.24279061799449
016 140101401,425,ALCATRAZ AVE,37.85032378171834,-122.25771475683592
046 548800300,2424,94TH AVE,37.75218770915588,-122.16107675949843
010 079217900,150,PEARL ST,37.817639028118855,-122.25499238241618
010 077102000,246,GRAND AVE,37.80992080108823,-122.25896826454637
004 003100300,923,ADELINE ST,37.805692712074396,-122.28823995758907
020 017801900,1534,4TH AVE,37.79738284039937,-122.25292496874256
010 077301201,296,LENOX AVE,37.81150920126435,-122.25719051558642
010 077301202,270,VAN BUREN AVE,37.81138388910096,-122.25712799222217
010 083002601,612,MARIPOSA AVE,37.81976017429352,-122.24968898406928
016 142102400,2360,WOOLSEY ST,37.85267736875957,-122.25892663865854
010 080801201,385,FAIRMOUNT AVE,37.818908109201416,-122.25751193481362
047 557400601,10023,MACARTHUR BLVD,37.74546104330451,-122.15602274988622
033 215200400,4069,E 18TH ST,37.77576477363011,-122.21526052476474
010 078601400,351,PALM AVE,37.81231104484743,-122.25445830889038
025 072102200,3080,E 15TH ST,37.77936738898145,-122.22612172011743
012 098702100,75,GLEN AVE,37.82525591902835,-122.25068599107108
014 125602700,5311,MILES AVE,37.84057130797215,-122.25748914963863
010 077400801,301,PERKINS ST,37.8124758132289,-122.25587290023212
020 018001002,200,E 15TH ST,37.79865168254959,-122.2549879980446
020 018001001,220,E 15TH ST,37.7984983757918,-122.2548146394648
027 086902801,3300,BROOKDALE AVE,37.79086827532742,-122.212096631402
002 008302100,173,10TH ST,37.79874842162535,-122.26642748034647
003 004901505,1801,WEST ST,37.81067982726974,-122.27802004407621
028 094503500,3550,LAUREL AVE,37.795611699316346,-122.20360331748299
010 078502400,398,EUCLID AVE,37.81110450318796,-122.25119030018342
010 078801201,265,JAYNE AVE,37.81309998933594,-122.25686849705994
012 099401800,4110,HOWE ST,37.827041601878854,-122.25275889183655
003 000500700,830,MILTON ST,37.817277112506964,-122.27624541698475
015 137802800,665,ALCATRAZ AVE,37.84934735844105,-122.26475055557667
014 124905600,5321,BRYANT AVE,37.838563177651025,-122.25110431867579
011 084002100,864,YORK ST,37.813456628615384,-122.24265490845559
038 317700100,5775,WALNUT ST,37.77243967341523,-122.19147850984918
048A706201600,5850,BIRCH CT,37.84683243791264,-122.25052772906557
005 040702603,1808,CHESTNUT ST,37.812330437137135,-122.28376507086546
023 041500500,479,MERRITT AVE,37.80681785734862,-122.24892031111743
021 022300800,1639,4TH AVE,37.79846809645567,-122.252214150557
010 081601700,634,OAKLAND AVE,37.820434663453085,-122.25031116623684
020 018401400,1630,3RD AVE,37.79866821550692,-122.25304281289534
022 031400100,753,BROOKLYN AVE,37.80303000173039,-122.24446306499424
010 078201400,370,VAN BUREN AVE,37.810855903216016,-122.2546027489535
025 073100700,1707,28TH AVE,37.78271536250478,-122.22768868853271
039 327002400,2738,HAVENSCOURT BLVD,37.7691924085261,-122.1816643875559
032 209100200,2045,38TH AVE,37.78119349306012,-122.21447626609898
021 028902501,1725,E 22ND ST,37.79301791368466,-122.23723243243552
012 101101600,482,40TH ST,37.82922773072947,-122.26311873891419
020 013000400,1437,2ND AVE,37.79856271732152,-122.25588046477539
010 079505001,226,ORANGE ST,37.81526664819978,-122.25723702992815
038 322301801,5530,HILTON ST,37.77185239413397,-122.1960494146407
023 040400900,1143,MCKINLEY AVE,37.80319815438019,-122.23910637764402
027 084300201,3227,PRENTISS ST,37.78864446454479,-122.21986431976833
010 078401900,396,BELLEVUE AVE,37.81095044994865,-122.25228387511287
010 076500404,465,BELLEVUE AVE,37.808042284357434,-122.25319231709717
032 210103500,2550,35TH AVE,37.78718471642545,-122.21062926536436
008 067802202,734,25TH ST,37.81555646238941,-122.27433107181336
009 073100600,37,CROXTON AVE,37.820744212727455,-122.25895900282396
023 040302001,33,HOME PL E,37.80360523436334,-122.23755547400226
011 084201500,470,MANDANA BLVD,37.81361872560121,-122.24486612931459
025 072201100,1661,FRUITVALE AVE,37.78097569849901,-122.22446851700012
003 006301300,1605,CLAY ST,37.80684573562094,-122.27291377914467
011 084100900,833,YORK ST,37.81333138845092,-122.24352793964638
014 121200100,5527,SHATTUCK AVE,37.841060781027544,-122.26493166943224
038 321001600,5924,HAYES ST,37.768487704250916,-122.19352322225919
020 018401000,336,FOOTHILL BLVD,37.798242310037686,-122.25299323644974
033 211901300,1620,FRUITVALE AVE,37.78065029417766,-122.22393325691091
